UID,Year,Type,l_urban,l_agri,l_urd,l_rd,l_glf,c_urban,c_agri,c_urd,c_rd,c_glf,wast,dam,damdist,fn,b_urban,b_agri,b_urd,b_rd,b_glf,l_over,l_swi,l_dd,l_rock,l_wtr,l_dec,l_con,l_bog,l_grg,l_da,c_over,c_swi,c_dd,c_rock,c_wtr,c_dec,c_con,c_bog,c_slp,c_da,strahl,11Strp,AH,GBF,b_over,b_swi,b_dd,b_rock,b_wtr,b_dec,b_con,b_bog,b_slp,lat,lon,elev,sdepth,DS,2DS,PCmed,Me,Mrf,Ms,wood,det,Afi,Aa,ALKT,Ca,Cl,COND,DOC,TKN,pH,TP,Aeshn,Ancyl,Asell,Baeti1,Baeti2,Belos,Bithy,Brach,Caeni,Calop,Camba,Capni,Cerat,Chaob,Chlor,Chrys,Curcu,Coena,Cordu1,Cordu2,Corix,Coryd,Cramb,Crang,Culic,Dipse,Dixid,Dolic,Dytis,Elmid,Empid,Ephem1,Ephem2,Ephyd,Erpob,Gamma,Gerri,Gloss1,Gloss2,Gomph,Gyrin,Haemo,Halip,Helic,Hepta,Hyale,Arach,Hydra,Hydro1,Coele,Hydro2,Hydro3,Hydro4,Isony,Lepid,Lepto1,Lepto2,Lepto3,Lesti,Leuct,Libel,Limne,Lymna,Macro,Metre,Molan,Musci,Oligo,Nemat,Nemou,Noton,Perli,Perlo,Philo,Phryg,Physi,Pisci,Plano,Pleid,Polyc,Pseph,Psych1,Psych2,Ptych,Pyral,Rhyac,Sabel,Saldi,Sciom,Scirt,Seric,Siali,Simul,Siphl,Sisyr,Sphae,Taban,Tipul,Platy,Union,Valva,Velii,Vivip,Chiro,Ortho,Tanyp,Amph,Chir,CIGH,EOT,Insect,NHC,Rich100,PCoA1,PCoA2,CA1,CA2,EPT,HBI,Bw,FC,GC,P,SC,SH
L457,2012,Lake,3.22,0,0.001531687,0.001531687,0,2.78,0,0.000360322,0.000615617,0,0,1,0,97.69,3.11,0,0.00211392,0.00211392,0,0.3,9.3,0.000976,2.65,9.34,36.085,16.855,10.42,0.0359,7346328.508,0.3,9.5,0.001359,11.77,7.09,23.205,8.165,17.71,0.0175,47426928.51,4,0,0,100,0.6,18.8,0.000904,2.17,10.85,37.975,13.835,9.24,0.0447,45.1603947,-79.9045903,201,0.98,3,5.333333333,5.741666667,1,1,0.666666667,1,1,0.666666667,1,5.45,1.82,1.07,22.2,4.4,267,6.65,4.4,0,0,3.115264798,0,0,0,0,0,8.174210494,0,0.280112045,0,4.402034957,0,0,0,0,1.749434976,0,0,0,0,0,0,0,0,0,0,0,3.716153128,0.317460317,0,0,0,0.31152648,0,0,0.31152648,0,0.317460317,0,0,0.317460317,0,0,5.983402707,0.940513277,0,0.91503268,0.62305296,0,0,2.335139663,0,0,3.082105116,0,0,0,0,0.903165004,0,0,0,0,0,0,8.93897746,0.940513277,0,0,0,0,0,0,0,0,0.91503268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549953315,0,0,0,0,0,0,0,33.85830345,6.893374172,9.108789933,5.983402707,49.86046755,4.945330157,2.970060298,76.72504516,8.93897746,16.48240212,-0.0001059,-0.002676576,-0.278437498,-0.233740384,13.59145527,6.97898378,60.66685865,1.549953315,66.96353308,18.9849647,5.546218488,0.597572362
L459,2012,Lake,12.29,18.85,0.000299341,0.00182587,0,12.29,18.85,0.000299341,0.00182587,0,0,0,0,66.42,17.32,24.66,0,0.002508139,0,4.5,9,0.00218,0,0.79,35.85,15.63,6.44,0.0409,8826566.519,4.5,9,0.00218,0,0.79,35.85,15.63,6.44,0.0409,8826566.519,4,100,0,0,1.6,23.1,0.002047,0,6.34,22.66,10.36,17.62,0.0238,45.265947,-79.27915,286,0.526666667,2.666666667,4,47.53333333,1.333333333,0.666666667,1,1,1.666666667,0.666666667,1.333333333,20.4,6.6,34.9685,173,7.9,508,7.47,22.3,0.31152648,0,11.05243593,0,0,0,0,0,0.333333333,0,0,0,1.453781513,0.31152648,0,0,0,0,0,0,0,0,0,0.871750569,0,0,0,0,0,0,0,0.31152648,0,0,0,0,0,0,0,0,0.280112045,0,0.946778711,0,2.180685358,23.49265688,0.871750569,0,16.40700018,0,0,0,0.924971858,0,0,1.120448179,0,2.180685358,0.280112045,0,0.840336134,0,0,0,0,0,0,1.267912773,0.956386293,0,0,0,0,0,0.280112045,0,0.333333333,2.333333333,0.280112045,0.280112045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893557423,0,0,0,0,0,0,0,14.97141286,8.177282128,6.055027619,24.36440745,29.20372261,29.79276944,1.431974659,42.41344014,1.267912773,16.12778288,0.007159039,0.001800759,-0.390767202,0.032439583,7.611874656,7.111168349,31.3651928,1.173669468,64.83968167,10.73750622,18.74033351,1.226890756
L463,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,0,0,0,0,0,0,7.4,0.001451,0,8,77.945,8.145,5.44,0.0449,586358.09,0,7.4,0.001451,0,8,77.945,8.145,5.44,0.0449,586358.09,2,0,100,0,0,15.3,0.00152,0,8.78,75.8,8.94,5.97,0.0315,45.55947686,-78.94748746,528,0.35,2,2.5,0.05,0,0,0,0.666666667,1,1,0.666666667,2.75,1.58,0.18,19.8,6.1,432,5.88,11.8,0,0,0,0,0,0,0,0,0,0,0,0,3.181723939,0,0,0,0,0,0,0,0.191570881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250626566,0,0,0,0,0,0.911681016,0,0,5.107312559,0,0,0,0,0,0,0,0,0,0,0,3.124149211,0,0,0,0,0,0,0.234741784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.14954742,2.06258726,20.78605937,0,86.99819404,0.191570881,0,96.62522422,3.124149211,7.104225524,-0.009019185,0.004140887,-0.086561065,-0.511477105,6.253735358,7.200738747,90.12234326,0,69.33628389,24.21840988,0,0.234741784
L466,2012,Lake,0,0,0.000149055,0.000149055,0,0,0,0.000149055,0.000149055,0,0,0,0,94.45,0,0,0,0,0,0.2,8.2,0.001652,0.38,3.22,63.005,23.755,3.98,0.0283,8434455.942,0.2,8.2,0.001652,0.38,3.22,63.005,23.755,3.98,0.0283,8434455.942,3,0,100,0,0,17.9,0.001351,2.05,7.28,60.99,18.98,2.99,0.0315,45.33843779,-79.450935,312,0.833333333,3,3,0.1,1,1.333333333,1,1,1.333333333,1.333333333,1,3,1.66,0.53,18.6,16.1,574,5.45,16.1,0,0,0,0,0,0,0,0,4.575849141,0,0,0,5.362505363,0,0,0,0,2.753716449,0.289855072,0,0,0,0,0.289855072,0,0,0,0,0,0.238095238,0,2.908995952,0,0,0,0,0.289855072,0,0,0.289855072,0,0,0,0,0,0,4.482867961,0,0,0,0,0,3.74759853,0,0,3.322981366,0,1.977225673,0,0,0.238095238,0,0,0,0,0,0,5.808199504,0.3003003,0,0,0,0,0,0,0,0,0,0,0.527950311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289855072,0,0,0,0,0,0,0,49.05470688,8.323447671,4.928189059,0.289855072,62.30634361,0,3.571521832,89.11877716,5.808199504,13.18655034,-0.005125907,-0.001801051,-0.043965981,-0.34636503,17.06060097,6.82280441,68.40439819,0.817805383,72.93827989,18.63493929,0.238095238,0
L469,2012,Lake,3.31,2.19,0.000913309,0.001316433,0,3.31,2.19,0.000913309,0.001316433,0,0,0,0,96.63,6.69,3.74,0.001550832,0.001550832,0,0.6,7.7,0.001303,0.39,3.98,48.83,18.06,17.28,0.0246,3817437.839,0.6,7.7,0.001303,0.39,3.98,48.83,18.06,17.28,0.0246,3817437.839,2,99.07,0.93,0,0,18.1,0.002112,0,8.16,28.9,14.44,33.49,0.0084,45.40915529,-79.28951803,338,0.63,3.333333333,3.666666667,6.4,0.666666667,0.333333333,1.666666667,0.666666667,1.333333333,1.333333333,1,6.5,1.96,1.1465,25.2,9.3,372,6.57,8.2,0,0.223713647,0,0,0,0,0,0,3.462580043,0,0,0,2.040661607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.156245314,0,0,0.223713647,0,0,0,0,0,0,0.532355622,0,0,0,0,0,22.68019951,1.554497872,0,3.899968904,0,0,0,0,0,0,0.752236717,0,0,0,0,0,0,0,0,0,0,0,21.15051678,0.887189484,0,0,0,0,0,0,0,0,1.060878692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.600689759,0,0,0.269905533,0,0,0,0,7.039415399,19.84453092,5.62070054,22.68019951,32.50464686,5.184561242,0.532355622,48.27312957,21.15051678,11.99445524,0.008920598,-0.01201295,-0.310491953,0.002056883,4.438530407,6.634087481,55.47956705,1.824403406,74.44714819,9.748215641,12.34080656,0
L473,2012,Lake,1.95,0,0.000554198,0.001068548,0,2.27,0,0.000379733,0.000681207,0,1,1,6135.409571,97.68,3.16,0,0.000786187,0.001238984,0,1,9.1,0.001262,3.08,9.7,42.62,15.97,8.16,0.0443,19481870.34,0.6,9.2,0.001386,8.09,10.59,29.52,10.83,13.67,0.0273,81212870.34,5,0,0,100,1.2,19.3,0.000607,2.11,15.66,38.895,14.405,6.31,0.0485,45.13508211,-79.95812381,198,0.836666667,4.333333333,3,31.53333333,0.333333333,0.666666667,1,1.333333333,1,0.666666667,1,6.05,2.1,6.16,41,5.2,275,6.62,5.6,0,0,14.76331845,0,0,0,0,0,4.039312875,0,0,0,2.605992838,0,0,0,0,0.852934189,0,0,0,0,0,2.334795905,0,0,0,0,0,1.19133094,0.579710145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96605352,1.480510309,0,2.267596086,0.611620795,0,0,1.802951735,0,0,1.431292926,0,0,0,0,0.884844839,0,0,0,0,0,0,11.92106909,1.109527204,0,0,0,0,0,0,0,0,1.126158232,0,0.305810398,0,0,0,0,0,0,0.59566547,0,0,0,0,0,0,0,0,1.480510309,0,0,0.305810398,0,0,0,0,23.54687749,4.119765204,6.676540659,16.30084942,34.34318335,18.15707276,1.737779027,49.51787454,11.92106909,17.60814155,0.005225554,0.006868443,-0.38430491,0.031487485,7.579367934,7.367180668,48.92013837,1.786320707,75.5926684,13.69215377,4.585085258,0
L475,2012,Lake,6.86,6.63,0.000311685,0.001089476,0,4.25,3.78,0.000419026,0.000878895,0,0,0,0,87.42,5.36,3.2,0.000397846,0.002304826,0,4.2,8,0.001159,0.21,1.07,49.11,25.02,4.44,0.0362,46393297.83,2.9,7.5,0.001117,0.16,8.56,52,21.72,2.86,0.0463,84064597.83,3,60.9,39.1,0,2.6,19.2,0.001054,0,7.22,31.57,15.8,34.29,0.0351,45.45575,-79.23267,328,0.513333333,3.666666667,4.333333333,21.9,1.333333333,0,0.666666667,1.333333333,1,0,0.666666667,15.2,5.72,12.6836,86.6,7.8,420,7.31,16.9,0,0,0,0.280112045,0,0,0.280112045,0,10.10201095,0,0,0,1.132433073,0,0,0,0,0.248756219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.255835668,0,0,0,0,0,0,1.475256769,0,0,0.528868264,0,2.521008403,23.32943127,1.126440626,0,3.448025977,0,0,0,0.597572362,0,0,2.639045668,0,0,0,0,0,0,0,0,0,0,0,9.494962164,1.941413381,0,0,0,0,0,0,0,0,1.990049751,0,0.56022409,0.280112045,0,0,0,0,0,0,0,0,0,0,0.317460317,0,0,0,1.623953064,0,0,0,0,0,0,0,20.12514459,2.856446061,6.845325195,23.32943127,29.82691584,5.718187773,1.724012988,58.38956478,9.494962164,16.23291577,0.005549605,-0.004277645,-0.300392705,-0.013987265,22.95580919,6.811888402,47.20166674,8.440012822,68.70911548,11.1456722,5.998299818,0.528868264
L488,2012,Lake,3.76,1.88,0.00091417,0.001850106,0,2.79,1.79,0.000791441,0.00148185,0,1,0,0,96.46,7.37,1.09,0.001560822,0.003025335,0,2.3,7,0.001074,0.16,5.77,62.34,14.7,7.15,0.0675,5690301.759,2,7.2,0.001078,0.12,8.31,60.46,14.16,8.27,0.0601,7752201.759,4,99.73,0.27,0,1.3,15.5,0.001263,0,13.01,55.87,14.4,3.2,0.0689,45.4163472,-79.27410451,337,0.696666667,4.333333333,3.666666667,26.86666667,0,0,1,0.333333333,0.666666667,0,1,8.65,2.6,1.7913,31.6,4.4,255,6.99,5.8,0,0,0,0,0,0,0,0,1.149425287,0,0,0,0.601821731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.722896385,0,0,0,0,0,0,0,0,0,0.287356322,0,0,0,0,0.305810398,8.599201351,1.19498845,0,0.593166719,0,0,0,0,0,0,0.601821731,0,0,0,0,0.305810398,0,0,0,0,0,0,7.924707371,3.351827202,0,0,0,0,0,0,0,0,0.620275806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287356322,0,0.305810398,0,0,0,0,0.287356322,0,0,0,0,33.9672383,28.66793408,8.225195434,8.599201351,70.86036781,1.213442526,0.593166719,77.42847678,7.924707371,12.14229565,-0.000109195,-0.013798352,-0.203745764,-0.160100866,2.362867813,6.909393309,78.78507519,0,81.20748351,10.90252866,3.93633891,0
L501,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,6.7,0.00086,0,9.16,66.635,20.895,3.31,0.1243,544147.4958,0,6.7,0.00086,0,9.16,66.635,20.895,3.31,0.1243,544147.4958,2,0,100,0,0,14.1,0.000951,0,10.13,64.33,21.88,3.66,0.1074,45.629714,-78.897469,461,0.89,2.333333333,2.666666667,0.066666667,0.666666667,0,1,1.666666667,1.666666667,0,1,5.7,1.46,0.261,20.2,4.6,261,6.45,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1.389498875,0,0,0,0,0,0,0,0,0,0,0.282485876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95392089,0.55130308,0,0,0,0,0,0.564971751,0,0,3.343521349,0,0.282485876,0,0,0,0,0,0,0,0,0,2.173019985,1.899347788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.935946963,0,0,0,0,0,0,0,44.419074,12.86939024,16.33503333,14.23640677,73.62349757,0,0,81.13992238,2.173019985,9.518796638,-0.003960594,-0.008416768,-0.195446898,-0.224341883,4.190978976,7.157165032,77.73246452,1.935946963,73.98037687,18.27583529,0,0
L507,2012,Lake,3.51,2.07,0.001346829,0.001346829,0,1.61,0.96,0.000724325,0.000724325,0,0,0,0,97.41,8.63,4.33,0.002542784,0.002542784,0,2.4,10.7,0.000563,0,3.13,53.605,22.695,5.87,0.0169,4490923.425,1.2,10.5,0.000714,0,5.68,53.655,23.145,8.26,0.0178,9835123.425,4,0,100,0,3.4,22.8,0.0008,0,8.12,41.235,16.225,11.44,0.0112,45.08490053,-79.19770299,314,0.476666667,3,5,13.4,1.333333333,1,1.666666667,0.666666667,1,0.666666667,1,6.45,2.3,7.3951,44.8,7,416,6.63,10.5,0,0,0,0,0,0,0,0,0.909090909,0,0,0,2.567010615,0,0,0,0,0.303030303,0,0,0,0,0,0,0,0,0,0,0,1.212121212,0,0,0,0,0,0,0,0,0,0.684931507,0,0,0,0,0.228310502,10.54816759,0.754240052,0,0.759651308,0,0,0,0,0,0,0.606060606,0,0,0,0,0.606060606,0,0,0,0,0,0,5.747123881,1.19047619,0,0,0,0,0,0,0,0,0.303030303,0,0.228310502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.397186147,0,0,0,0,0,0,0,41.75406215,17.5769436,11.62419202,10.54816759,70.95519777,1.062681611,1.594022416,80.69731068,5.747123881,10.87720819,-0.002160254,-0.009313398,-0.213219347,-0.197766448,1.97177252,7.133653541,79.0995078,2.625496649,76.76369863,16.5394651,2.274802823,0
L508,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.2,6.3,0.002577,0,8.8,72.7,11.7,5.24,0.0926,2831433.626,0.2,6.3,0.002577,0,8.8,72.7,11.7,5.24,0.0926,2831433.626,2,0,100,0,0.2,14.3,0.00156,0,14.51,66.24,18.89,0.37,0.1475,45.48664428,-78.7721988,429,0.486666667,4.333333333,4.666666667,216.9,1,0.333333333,1.333333333,0.666666667,1.666666667,0,0.333333333,4.4,1.28,0.22,18.2,2.3,185,6.55,3,0.634920635,0.317460317,0,0,0,0,0,0,0,0,0,0,4.924793471,0,0,0.273224044,0,0,3.492063492,0,0,0,0,1.563566236,0,0,0,0,0,0.628986797,0,0,0.952380952,0,0,0,0,0,0,0,0,0,0,0,0.952380952,12.63793133,0,0,0,0.31152648,0,0,0,0,0,1.225604996,0,1.557632399,0,0,0,0,0,0,0,0,0,5.951079886,1.766119246,0,0,0,0,0,0,0,0,0,0,0,4.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.045277127,0,0,0.934579439,0,0,0,0,46.37578702,5.478002242,3.532238492,14.20149756,55.38602776,0.317460317,4.126984127,76.51773707,5.951079886,12.42790955,-0.002460636,-0.002447168,-0.206433848,0.034712088,4.6879993,7.036336033,64.33476572,2.997658079,75.4509595,12.89554257,5.390891558,0.273224044
L519,2012,Lake,7.76,4.39,0.000295437,0.002408189,0,7.76,4.39,0.000295437,0.002408189,0,0,0,0,90.47,15.12,1.03,0.000536095,0.003544238,0,1.7,6.5,0.000969,0,6.13,56.3,14.87,0,0.0723,2536557.95,1.7,6.5,0.000969,0,6.13,56.3,14.87,0,0.0723,2536557.95,2,0,100,0,2,14.3,0.000444,0,8.22,52.225,14.345,0,0.0764,45.37241415,-79.09162174,365,0.74,4.333333333,6.333333333,105.0333333,0.333333333,0.666666667,0.666666667,1.666666667,1.333333333,0.333333333,1,9.25,3.04,5.8708,45,4.5,286,7.01,4.1,0,0.611620795,0,0,0,0,0,0,0,0,0,0,1.818332094,0,0,0,0,0.3003003,0.305810398,0,0,0,0,0,0,0,0,0,0,0.906410998,0,0,0,0,0,0,0,0,0,0.305810398,0,0,0,0,0.3003003,9.462619662,1.829352288,0,0.917431193,0,0,0,0,0,0,0,0,0.3003003,0,0,0,0,0,0,0,0,0,27.14047021,2.735763286,0,0,0,0,0,0,0,0,2.809744445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3003003,0,0,0.305810398,0,0,0,0,28.94680973,16.24911474,4.453698167,9.462619662,49.64962264,4.338796433,0.911921095,54.18718773,27.14047021,11.31725187,0.004345305,-0.009975923,-0.240903157,-0.07321788,0.600600601,7.140818245,77.09039315,0.3003003,82.70542534,9.013303645,5.245207431,0
L520,2012,Lake,0.09,1.61,0.000518913,0.000518913,0,0.09,1.61,0.000518913,0.000518913,0,0,0,0,98.59,0.23,2.26,0.001193606,0.001193606,0,1.5,7.6,0.0009,0,3.78,62.965,14.135,13.28,0.0365,1773189.858,1.5,7.6,0.0009,0,3.78,62.965,14.135,13.28,0.0365,1773189.858,2,100,0,0,0,17.2,0.000621,0,9.64,49.675,18.355,15.14,0.0316,45.39035715,-79.26779969,338,0.826666667,3,4,8.366666667,0.666666667,0.333333333,1,1,1.333333333,0,1,6.4,1.82,1.1432,23.8,7.6,356,6.52,9.5,0.22675737,0.497538959,0,0,0,0,0,0,0,0,0,0,1.65471594,0,0,0,0,0.3003003,0,0,0,0,0,0,0,0,0,0,0.3003003,0.797839259,0,0,0,0,0,0,0,0,0,0.951053698,0,0,0,0,1.201201201,18.28586224,0.694777618,0,0.818473346,0,0,0,0,0,0,3.550694759,0,1.127658271,0,0,0.3003003,0,0,0,0,0,0,5.880170715,1.572288385,0,0,0,0,0,0.497538959,0,0,3.830469765,0,0.600600601,0,0,0,0,0,0,0,0,0,0,0,0.197238659,0,0,0,2.311090223,0,0,0,0,0,0,0,25.76047851,16.32961303,12.31303759,18.28586224,54.40312913,5.14648207,1.778411669,68.42041897,5.880170715,15.32176423,0.001471398,-0.01182507,-0.219879216,-0.10283614,6.977693791,6.80218053,62.59439007,2.911690824,68.58498397,16.93848178,5.944321329,0.497538959
L536,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,6.9,0.001238,0,5.91,72.275,19.115,2.7,0.0902,4798954.069,0.1,6.7,0.001308,0,9.92,67.38,18.01,4.53,0.0797,9037954.069,3,0,100,0,0,15.5,0.001238,0,10.57,64.48,20.87,4.06,0.0705,45.6396465,-78.88163408,467,0.92,3,5,368.5333333,0,0.333333333,0.333333333,1.666666667,1.666666667,0.333333333,1,4.3,0.98,0.1957,15.6,3.2,216,6.22,3.7,0,0.241545894,0,0,0,0,0,0,2.657004831,0,0,0,0.628986797,0,0,0,0,0.241545894,0,0,0,0,0.317460317,0,0,0,0,0,0,4.708500223,0.559006211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724637681,1.359558316,0,7.118863799,0,0,0,1.118012422,0,0,1.91263069,0,0.241545894,0,0,0.31152648,0,0,0,0,0,0,11.08408635,3.744251595,0,0,0,0,0,0,0,0,7.547841567,0,0.559006211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34479467,0,0,0.934579439,0,0.634920635,0,0,33.39228472,9.194352534,6.423056829,0.724637681,49.00969408,15.54317189,0.553072373,66.60971472,11.08408635,14.50386586,0.001216784,-0.003558908,-0.214101806,-0.031910283,6.488200048,6.895224491,64.99758131,4.903800881,58.22849145,9.523680527,20.25167212,0.317460317
L543,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,7.9,0.00095,0,4.75,61.175,31.905,2.16,0.0571,1813473.11,0.7,7.1,0.001824,0,6.37,67.07,20.93,5.63,0.0605,6446673.11,3,0,100,0,0,18.4,0.001129,0,8.06,53.63,36.78,1.53,0.0383,45.64226011,-78.90373324,450,0.883333333,4.333333333,5.333333333,405.3666667,0,0,0,1.666666667,2,0,1.333333333,4.75,1.24,0.2455,18.8,4.3,237,6.34,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0.90083599,0,0,0,0,0,0,0,0,0,0,0.574712644,0,0,0,0,0,13.86115195,0.323624595,0,0,0,0,0,0,0.289855072,0,0.287356322,0,0,0,0,1.221961835,0,2.733778742,0,2.637467674,0,0,0,0.289855072,0,0,8.759479484,0,0.289855072,0,0,0,0,0,0,0,0,0,10.86478605,1.226959336,0,0,0,0,0,0,0,0,1.550583931,0,0,0.574712644,0,0,0,0,0,0,0,0,0,0.287356322,0,0,0,0,2.596201899,0,0,0,0,0,0,0,28.20856562,14.52438829,7.996511453,0.574712644,50.72946536,4.188051605,0.287356322,80.12185655,10.86478605,13.91365439,0.001711986,-0.009076986,-0.154946686,0.081314406,10.84850778,6.045720845,64.51407791,2.596201899,55.68426951,12.53196217,18.6239162,0.287356322
L555,2012,Lake,10.27,0,0.00318243,0.004201749,0,2.77,1.41,0.00080581,0.001445247,0,1,0,0,96.66,6.66,0,0.001865282,0.003582542,0,6.5,7.6,0.000583,0,14.25,35.62,36.95,0.03,0.1322,310108.9653,3,7.2,0.001442,0.09,21.8,49.65,13.87,6.16,0.0634,10552108.97,4,99.76,0.24,0,4.4,16.4,0.000692,0,24.7,31.605,29.635,1.3,0.0729,45.4253229,-79.27766276,334,0.753333333,3.333333333,3.333333333,51.225,0.666666667,0.333333333,1,1.666666667,1.333333333,0,1,9.45,2.86,2.0592,35,4.4,244,7.08,5.8,0,0.264550265,0,0,0,0,0,0,0.264550265,0,0,0,0.611620795,0,0,0,0,0,0.264550265,0,0,0,0,0,0,0,0,0,0,1.849232542,0,0,0,0,0,0,0,0,0,0.305810398,0,0,0,0,0.793650794,14.15621466,0.900393665,0,1.322751323,0.330033003,0,0,0,0,0,0.529100529,0,0.264550265,0,0,0.529100529,0,0,0,0,0.264550265,0,27.8112761,0.924616271,0,0,0,0,0,0,0,0,3.570166977,0,0.264550265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.914715281,0,0,0.529100529,0,0,0,0,23.31267203,6.429203427,12.59303956,14.15621466,42.33491501,5.157468565,1.099461191,50.1908972,27.8112761,12.78262593,0.004833282,-0.005484792,-0.259147802,0.006135635,2.380952381,7.082672745,72.0609064,2.179265546,73.56121807,15.53454822,7.271251372,0
L558,2012,Lake,0.08,4.53,0.000321749,0.001028232,0,0.94,3.96,0.000672856,0.001290059,0,0,0,0,91.86,0,26.88,0.000532843,0.001712667,0,2.1,7.2,0.001758,0.58,0.19,60.045,26.135,4.47,0.0614,4597990.839,2.2,7.3,0.00154,0.51,4.59,57.515,24.275,4.16,0.061,5263090.839,3,29.66,70.34,0,1.6,21,0.003339,5.19,1.24,23.315,21.625,11.44,0.0353,45.30618821,-79.1924365,290,0.646666667,2,3,0.05,1.333333333,1.666666667,0.666666667,1.333333333,2,0.333333333,1,17.7,3.74,2.5206,52.4,6.9,363,7.22,16.4,0,0,23.22453372,0,0,0,0,0,0,0,0,0,1.89701897,0,0,0,0,0.245098039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245098039,0,0,0,0,33.08424996,3.22612785,0,0.245098039,0,0,0,0.27100271,0,0,0.761198788,0,0,0,0,0,0,0.245098039,0,0,0,0,1.329108879,1.35501355,0,0,0,0,0,0,0,0,1.329108879,0,1.303204209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.02566555,7.871034593,5.342340188,33.08424996,31.23904033,25.04383867,0.245098039,35.96166109,1.329108879,11.01258106,0.005449304,0.008620757,-0.399433974,0.007728673,2.335405707,7.601078342,32.56814921,1.303204209,83.5345927,10.95568309,1.819304957,0
L567,2012,Lake,0.33,1.29,0.000271557,0.000271557,0,0.21,0.85,0.000300012,0.000300012,0,0,0,0,99.12,0.56,1.83,0.000550491,0.000550491,0,0.6,5.8,0.000827,0,7.45,63.685,20.635,5.03,0.1225,2879325.713,1.8,6.1,0.001236,0,10.66,63.675,19.255,3.97,0.1088,4404825.713,2,0,100,0,0.9,14,0.00059,0,13.73,49.43,24.84,7.82,0.1012,45.39975936,-79.01154325,382,0.993333333,4.666666667,5,100.8333333,0,0,0,1.666666667,1,0.666666667,1.666666667,7.55,1.92,0.9098,25.2,2.5,181,6.7,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0.987202155,0,0,0,0,0,0.536751705,0,0,0,0,1.126126126,0,0,0,0,0,6.242457411,0.31152648,0,0,0,0.3003003,0,0,0,0,0,0,0,0.225225225,0,0.31152648,3.047907721,4.988633493,0,0.225225225,0,0,0,0.62305296,0,0,9.902191912,0,0,0,0,0,0,0,0,0,0,0,6.268417951,0.525525526,0,0,0,0,0,0,0.3003003,0,0.900900901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600600601,0,0,0,0,0,0,0,36.98815638,23.00174006,2.586231091,4.174033847,62.57612753,1.426426426,0.536751705,82.31666246,6.268417951,12.53302068,-0.001417147,-0.010376702,-0.206462929,0.01722803,10.83677135,6.536758847,69.75667256,0.600600601,70.74387472,9.710645224,7.668883837,0.225225225
