Site,Year,Zone,Esc,Order,SubWatNo,Type,MonYr,Year.factor,Shannon,Percent.Dominance,Percent.Oligochaeta,Percent.Chironomidae,Percent.Isopoda,Percent.Amphipoda,Percent.Coleoptera,Coleo.as.Elmidae,Trich.as.Hydropsychidae,Ephem.as.Baetidae,Percent.EPT,Percent.mEPT,Percent.ICHAEBO,EPT.Richness,Ephem.Richness,Percent.Ephem,Plec.Richness,Percent.Plec,Trich.Richness,Percent.Trich,EPT.per.EPT.and.Chir,Percent.Non.Chir.Dip,Percent.CIGH,Intolerants.Richness,Percent.Intolerants,HBI,CEFI,Percent.Predator,Percent.Scraper,Percent.Shredder,Percent.Filter,Percent.Gatherer,Scraper.to.Shredder.Collector,Percent.Clinger,Percent.Burrower,Percent.Sprawler,Burrower.to.Sprawler.Clinger,Henry,obs,abund
501180003,2006,U,Above,6,18,Tributary,8,2006,1.764526688,0.396749125,0.018686599,0.118407783,0.00023729,0,0.137924898,0.994408602,0.848092486,0.867669953,0.717743371,0.103399181,0.751675862,12,5,0.457258112,1,0.003915287,6,0.256569971,0.8583895,0.018199705,0.003084772,14,0.106365308,5.286587174,0.370628294,0.007355995,0.175654031,0.00023729,0.236815566,0.5346147,-1.113473728,0.312036543,0.019161179,0.256569971,-3.390302332,Y,263,16857
501180006,2006,U,Above,6,18,Tributary,8,2006,1.738296103,0.364231903,0.003493831,0.364231903,0.000873458,0.000873458,0.189540343,0.99078341,0.285395764,0.932604736,0.39938858,0.091931434,0.676929796,15,5,0.299705208,1,0.001746916,9,0.097936456,0.523019731,0.081497797,0.003493831,15,0.053062561,5.602795065,0.328813131,0.009171307,0.211376788,0.002620373,0.073479638,0.649852604,-1.127127459,0.104487389,0.022709903,0.55202533,-3.364140991,Y,264,9159
501180007,2006,U,Above,6,18,Tributary,8,2006,1.560475973,0.586833856,0.002507837,0.586833856,0.021316614,0,0.097805643,0.974358974,0.159885796,0.4375,0.282288401,0.220846395,0.672100313,13,5,0.060188088,1,0.002507837,7,0.219592476,0.324797115,0.006369427,0.023824451,11,0.089655172,5.695297806,0.30109063,0.00799373,0.109090909,0.022570533,0.073981191,0.628213166,-1.785995765,0.240125392,0.010031348,0.68338558,-4.522467694,Y,265,6380
501190001,2006,U,Above,3,19,Tributary,8,2006,1.607447351,0.423248882,0.128166915,0.244411326,0,0.059612519,0.482861401,0.87654321,NA,NA,0,0,0.43219076,0,0,0,0,0,0,0,0,0,0.017883756,0,0,5.926536732,0.262878788,0.007451565,0.441132638,0,0.059612519,0.244411326,0.590493026,0.019374069,0.187779434,0.721311475,-1.372308119,Y,266,1342
501190008,2006,U,Above,4,19,Tributary,8,2006,2.165164114,0.26984127,0.134920635,0.19047619,0.007936508,0.186507937,0.277777778,0.971428571,1,NA,0.023809524,0,0.543650794,1,0,0,0,0,1,0.023809524,0.111111111,0.111111111,0.138888889,1,0.007936508,6.273809524,0.222183908,0.01984127,0.357142857,0.007936508,0.150793651,0.234126984,0.388935806,0.123015873,0.150793651,0.472222222,-1.373049134,Y,267,1008
501190009,2006,U,Above,2,19,Tributary,8,2006,1.006975889,0.644549763,0.644549763,0.261848341,0.004739336,0.004739336,0.001184834,1,1,0,0.003554502,0.002369668,0.917061611,2,1,0.002369668,0,0,1,0.001184834,0.013392857,0.213523132,0.008293839,3,0.008293839,7.220379147,0.31,0.018957346,0.004739336,0.004739336,0.049763033,0.264218009,-4.038655656,0.011848341,0.671800948,0.263033175,0.893621932,Y,268,3376
501210003,2006,L,Below,2,21,Tributary,8,2006,0.909931407,0.753208292,0.019743337,0.010858835,0.753208292,0.030602172,0.000987167,1,0.9375,0.959731544,0.178677196,0.007897335,0.985192498,4,2,0.147087858,0,0,2,0.031589339,0.942708333,0.352941176,0.753208292,1,0.005923001,7.49851925,0.43,0.000987167,0.000987167,0,0.034550839,0.157946693,-5.075173815,0.790720632,0.019743337,0.012833169,-3.706228092,Y,269,1013
501220002,2006,L,Below,3,22,Tributary,8,2006,1.105802966,0.460960961,0.024024024,0.024024024,0.43993994,0.010510511,0,NA,0.125,0.996753247,0.498498498,0.033033033,0.963963964,4,2,0.462462462,0,0,2,0.036036036,0.954022989,0.111111111,0.43993994,1,0.001501502,6.92042042,0.43,0.003003003,0,0,0.004504505,0.486486486,NA,0.477477477,0.024024024,0.027027027,-3.044522438,Y,270,666
501020001,2007,L,Below,2,2,Tributary,9,2007,0.5094156,0.881567736,0,0.042601534,0.881567736,0.046577677,0,NA,1,1,0.026980971,0,0.997727918,2,1,0.000852031,0,0,1,0.026128941,0.387755102,0.044585987,0.881567736,1,0.00028401,7.73473445,NA,0,0,0.00028401,0.027833002,0.043453564,NA,0.907696677,0.00028401,0.042601534,-8.115520882,Y,271,3521
501030003,2007,L,Below,2,3,Tributary,9,2007,0.281256565,0.951496779,0,0.013452065,0.951496779,0,0.001515726,0.625,0.322916667,1,0.026714665,0.012315271,0.979348238,3,1,0.008525957,0,0,2,0.018188708,0.66509434,0.193181818,0.951496779,2,0.000378931,7.894846533,NA,0.003789314,0.000947329,0.000189466,0.005873437,0.021978022,-3.152736022,0.969685487,0.003789314,0.017430845,-5.562602861,Y,272,5278
501040001,2007,L,Below,3,4,Tributary,9,2007,1.432603008,0.575697211,0,0.075697211,0.575697211,0.019920319,0.168824701,0.997050147,0.697777778,1,0.115537849,0.033864542,0.752988048,4,1,0.003486056,0,0,3,0.112051793,0.604166667,0.067484663,0.576693227,3,0.013446215,6.89780658,0.31467898,0.000498008,0.169820717,0.012948207,0.090139442,0.079183267,0.611526652,0.679282869,0.039840637,0.244521912,-3.14361334,Y,273,2008
501040004,2007,L,Below,3,4,Tributary,9,2007,1.540548391,0.455920709,0.000521648,0.110067814,0.455920709,0,0.214919144,0.990291262,0.802816901,0.829268293,0.20657277,0.040166927,0.732916015,5,2,0.021387585,0,0,3,0.185185185,0.652388797,0.058035714,0.455920709,7,0.045383412,6.431106472,0.321739987,0.007303078,0.24256651,0.010432968,0.148669797,0.131455399,0.536235339,0.611371935,0.034950443,0.326030256,-3.289181267,Y,274,1917
501050001,2007,L,Below,4,5,Tributary,9,2007,1.619277442,0.382882883,0.382882883,0.288288288,0.027027027,0,0.148648649,1,NA,1,0.009009009,0,0.707207207,1,1,0.009009009,0,0,0,0,0.03030303,0.168831169,0.027027027,0,0,6.719806763,0.303195876,0.058558559,0.148648649,0,0,0.297297297,-0.693147181,0.027027027,0.396396396,0.472972973,-0.232193387,Y,275,222
501050004,2007,L,Below,4,5,Tributary,9,2007,1.221956469,0.44,0.44,0.293333333,0.232,0.016,0.002666667,1,1,NA,0.002666667,0,0.984,1,0,0,0,0,1,0.002666667,0.009009009,0,0.232,0,0,7.342245989,0.31,0,0.002666667,0,0.002666667,0.293333333,-4.700480366,0.234666667,0.450666667,0.296,-0.16340611,Y,276,750
501050005,2007,L,Below,4,5,Tributary,9,2007,1.734652766,0.432941176,0,0.432941176,0.074705882,0,0.215882353,1,0.571428571,0.467532468,0.247058824,0.110588235,0.644117647,8,3,0.045294118,0,0,5,0.201764706,0.363321799,0.06122449,0.074705882,5,0.049411765,5.681764706,0.313680266,0.025882353,0.252352941,0.002352941,0.125294118,0.472941176,-0.63310514,0.250588235,0.053529412,0.674705882,-2.849880397,Y,277,1700
501050008,2007,L,Below,4,5,Tributary,9,2007,1.825280888,0.370947887,0.034468609,0.370947887,0.016413623,0,0.275748872,1,0.578947368,0.153846154,0.229790726,0.114895363,0.536725482,6,2,0.042675421,0,0,4,0.187115306,0.382513661,0.1171875,0.016413623,5,0.085350841,5.451784982,0.311405152,0.047599508,0.346327452,0.011489536,0.108329914,0.413623307,-0.204969928,0.128026262,0.192449733,0.666393106,-1.417776499,Y,278,2437
501060002,2007,L,Below,4,6,Tributary,9,2007,1.422270922,0.465829847,0,0.218967922,0.040446304,0.0041841,0.465829847,1,0.806629834,NA,0.252440725,0.048814505,0.467224547,3,0,0,0,0,3,0.252440725,0.535502959,0.05988024,0.040446304,3,0.006973501,5.39748954,0.313687943,0.015341702,0.468619247,0.0027894,0.205020921,0.218967922,0.748206958,0.290097629,0.006973501,0.694560669,-4.950177325,Y,279,1434
501070003,2007,L,Below,4,7,Tributary,9,2007,1.068754855,0.71886121,0,0.71886121,0.001779359,0,0.112099644,1,NA,0.018518519,0.096085409,0.09430605,0.722419929,3,3,0.096085409,0,0,0,0,0.11790393,0.081818182,0.003558719,3,0.078291815,5.692170819,0.276679174,0.028469751,0.149466192,0.039145907,0,0.779359431,-1.700409691,0.039145907,0.113879004,0.830960854,-2.033479406,Y,280,562
501100001,2007,M,Below,5,10,Tributary,9,2007,1.538312174,0.524096386,0.002409639,0.191566265,0,0,0.524096386,1,0.680851064,0.011363636,0.221686747,0.143373494,0.272289157,11,3,0.106024096,1,0.002409639,7,0.113253012,0.536443149,0.163157895,0.007228916,11,0.191566265,4.920481928,0.302236422,0.021686747,0.561445783,0.036144578,0.081927711,0.293975904,0.531057528,0.236144578,0.038554217,0.71686747,-3.207562065,Y,281,1660
501100002,2007,M,Below,4,10,Tributary,9,2007,1.905460488,0.265448216,0,0.127067015,0.010443864,0,0.265448216,1,0.670658683,0.991525424,0.496083551,0.097476066,0.536118364,6,2,0.205395997,0,0,4,0.290687554,0.796089385,0.4296875,0.010443864,4,0.128807659,5.273281114,0.341666667,0.006962576,0.274151436,0.09051349,0.224543081,0.332463011,-0.433635985,0.304612707,0.09051349,0.395996519,-2.046451378,Y,282,1149
501110001,2007,M,Below,6,11,Tributary,9,2007,1.712261404,0.484299517,0.000603865,0.228864734,0.001811594,0,0.496980676,0.974483597,0.629464286,0.907407407,0.189009662,0.074275362,0.346014493,8,2,0.032608696,1,0.021135266,5,0.1352657,0.452312139,0.200421941,0.009057971,11,0.140096618,5.089371981,0.303943268,0.060990338,0.531400966,0.035024155,0.108091787,0.26147343,0.58347778,0.169082126,0.065821256,0.734903382,-2.619870502,Y,283,3312
501110002,2007,M,Below,5,11,Tributary,9,2007,1.586995495,0.34746922,0,0.265389877,0,0,0.348153215,0.998035363,0.962536023,0,0.245554036,0.017099863,0.493844049,10,4,0.00752394,1,0.000683995,5,0.237346101,0.480589023,0.304659498,0.005471956,13,0.131326949,5.142954856,0.328088962,0.026675787,0.355677155,0.103283174,0.236662107,0.270861833,-0.050619991,0.261969904,0.110807114,0.613543092,-2.067019022,Y,284,1462
501110004,2007,M,Below,4,11,Tributary,9,2007,2.190901397,0.368852459,0,0.368852459,0,0,0.040983607,1,0.818181818,0.733333333,0.352459016,0.18852459,0.532786885,7,2,0.12295082,3,0.139344262,2,0.090163934,0.488636364,0.347826087,0.008196721,8,0.336065574,4.852459016,0.354371257,0.139344262,0.081967213,0.18852459,0.073770492,0.516393443,-2.151762203,0.270491803,0.18852459,0.426229508,-1.307157041,Y,285,122
501110010,2007,M,Below,4,11,Tributary,9,2007,1.986648352,0.438162544,0.021201413,0.438162544,0,0,0,NA,0.659574468,0.714285714,0.416961131,0.272084806,0.604240283,8,2,0.049469965,3,0.201413428,3,0.166077739,0.487603306,0.132867133,0,8,0.363957597,4.293286219,0.341656627,0.222614841,0.014134276,0.123674912,0.144876325,0.473498233,-3.743604354,0.381625442,0.113074205,0.445229682,-1.989585213,Y,286,566
501130002,2007,M,Below,3,13,Tributary,9,2007,2.150677216,0.381679389,0,0.381679389,0,0,0.022900763,1,0.578947368,1,0.351145038,0.167938931,0.564885496,7,1,0.099236641,2,0.106870229,4,0.145038168,0.479166667,0.367088608,0,7,0.267175573,4.748091603,0.348928571,0.106870229,0.022900763,0.20610687,0.152671756,0.488549618,-3.412247218,0.229007634,0.122137405,0.419847328,-1.670062534,Y,287,262
501130003,2007,M,Below,3,13,Tributary,9,2007,2.028585866,0.341372913,0,0.291280148,0,0,0.345083488,0.989247312,0.428571429,0.857142857,0.220779221,0.115027829,0.39703154,10,2,0.038961039,1,0.012987013,7,0.168831169,0.43115942,0.173684211,0.001855288,10,0.183673469,5.152133581,0.30628294,0.102040816,0.361781076,0.063079777,0.139146568,0.324675325,-0.069334693,0.200371058,0.038961039,0.638218924,-3.069159742,Y,288,1078
501130004,2007,M,Below,3,13,Tributary,9,2007,1.260212622,0.539215686,0.009803922,0.176470588,0,0.539215686,0.215686275,1,0,NA,0.019607843,0.019607843,0.725490196,1,0,0,0,0,1,0.019607843,0.1,0.181818182,0,2,0.029411765,5.735294118,0.299,0.019607843,0.215686275,0.009803922,0.029411765,0.176470588,0.146603474,0.019607843,0.019607843,0.411764706,-3.091042453,Y,289,408
501130014,2007,M,Below,4,13,Tributary,9,2007,1.312183991,0.538788523,0.004250797,0.216790648,0,0.024442083,0.177470776,0.994011976,1,0,0.004250797,0.003188098,0.246546227,3,2,0.003188098,0,0,1,0.001062699,0.019230769,0.059907834,0.549415515,4,0.004250797,5.284803401,0.301027027,0.018065887,0.188097768,0.001062699,0.003188098,0.758767269,-1.39613281,0.01487779,0.015940489,0.393198725,-3.242592351,Y,290,3764
501150001,2007,U,Above,5,15,Tributary,9,2007,1.885865521,0.404580153,0.002544529,0.404580153,0,0.213740458,0.113231552,1,0.717391304,0.244680851,0.237913486,0.124681934,0.734096692,13,6,0.119592875,1,0.001272265,6,0.117048346,0.37029703,0.045045045,0,12,0.131043257,5.381679389,0.314954545,0.015267176,0.151399491,0.020356234,0.097964377,0.48346056,-1.202290718,0.157760814,0.067430025,0.520356234,-2.308229511,Y,291,1572
501150005,2007,U,Above,4,15,Tributary,9,2007,1.591734112,0.405405405,0.004054054,0.405405405,0,0,0.174324324,0.984496124,0.910798122,0,0.359459459,0.097297297,0.671621622,5,2,0.071621622,0,0,3,0.287837838,0.469964664,0.104477612,0,8,0.136486486,5.093243243,0.327366412,0.012837838,0.175,0.030405405,0.34527027,0.406081081,-0.913971442,0.297972973,0.035810811,0.581081081,-3.200596565,Y,292,1480
501160001,2007,U,Above,4,16,Tributary,9,2007,1.588715271,0.400542189,0,0.400542189,0.30159268,0,0.131480854,0.969072165,0.585365854,0.954545455,0.042697391,0.012199254,0.732633006,8,2,0.0149102,0,0,6,0.027787191,0.096330275,0.22745098,0.302948153,10,0.046424941,6.259911894,0.313701723,0.006438495,0.138258218,0.031175873,0.1043714,0.414774653,-1.171084937,0.334124026,0.034225686,0.529989834,-3.228728121,Y,293,2951
501160006,2007,U,Above,3,16,Tributary,9,2007,1.788147667,0.458860759,0,0.275316456,0.006329114,0.012658228,0.458860759,1,0,0.323529412,0.139240506,0.10443038,0.329113924,7,3,0.107594937,0,0,4,0.03164557,0.335877863,0.121212121,0.018987342,8,0.113924051,5.292993631,0.2975,0.050632911,0.477848101,0.037974684,0.006329114,0.382911392,0.126930709,0.079113924,0.094936709,0.734177215,-2.147878703,Y,294,316
501170001,2007,U,Above,5,17,Tributary,9,2007,2.037946281,0.285115304,0,0.285115304,0,0,0.306678646,0.90625,0.571087216,0.580357143,0.326744534,0.144654088,0.46720575,14,5,0.067085954,1,0.008984726,8,0.250673854,0.5340186,0.129798903,0.012578616,13,0.222521713,5.030248577,0.314775838,0.039532794,0.386343217,0.038334831,0.184486373,0.348607367,-0.001549187,0.261156035,0.116801438,0.567834681,-1.959733578,Y,295,3339
501170003,2007,U,Above,3,17,Tributary,9,2007,1.749078762,0.489361702,0.005319149,0.191489362,0,0.489361702,0.053191489,1,0.333333333,1,0.14893617,0.111702128,0.723404255,7,1,0.021276596,2,0.079787234,4,0.04787234,0.4375,0.333333333,0,5,0.122340426,5.313829787,0.320754717,0.005319149,0.069148936,0.095744681,0.090425532,0.212765957,-1.495493653,0.127659574,0.042553191,0.244680851,-2.1690537,Y,296,752
501180001,2007,U,Above,6,18,Tributary,9,2007,1.56358905,0.523789474,0.002736842,0.523789474,0,0.001684211,0.202105263,0.995833333,0.771276596,0.6875,0.201473684,0.051578947,0.678105263,11,4,0.040421053,1,0.002736842,6,0.158315789,0.277793904,0.102453102,0,10,0.091157895,5.438105263,0.31419925,0.026315789,0.204631579,0.044631579,0.144842105,0.559157895,-1.082014397,0.174526316,0.050736842,0.731789474,-2.882735483,Y,297,4750
501180002,2007,U,Above,6,18,Tributary,9,2007,2.164965202,0.254710327,0.000403023,0.254710327,0,0,0.16604534,0.997572816,0.518767658,0.63507109,0.46256927,0.214307305,0.503375315,16,5,0.085037783,1,0.003073048,10,0.374458438,0.644893946,0.231143552,0.029420655,16,0.268916877,4.884785894,0.338211488,0.016574307,0.332896725,0.076171285,0.203526448,0.321612091,-0.178075266,0.297128463,0.207959698,0.420755668,-1.238963879,Y,298,19850
501180003,2007,U,Above,6,18,Tributary,9,2007,1.886392431,0.292051756,0,0.248983364,0.008872458,0,0.126062847,0.997067449,0.881696429,0.887658228,0.570425139,0.070979667,0.757301294,11,4,0.233641405,1,0.005545287,6,0.331238447,0.696142567,0.079289132,0.030314233,12,0.075600739,5.384103512,0.353966844,0.009796673,0.176340111,0.008133087,0.318669131,0.47116451,-0.999907114,0.36284658,0.026617375,0.375415896,-3.322735214,Y,299,10820
501180006,2007,U,Above,6,18,Tributary,9,2007,2.045181331,0.331447964,0,0.331447964,0,0,0.15158371,1,0.75,0.355263158,0.393665158,0.166289593,0.558823529,12,3,0.171945701,0,0,9,0.221719457,0.542901716,0.20596206,0.020361991,12,0.237556561,4.961538462,0.346064375,0.005656109,0.204751131,0.076923077,0.196832579,0.392533937,-0.829781489,0.32239819,0.113122172,0.483031674,-1.962907725,Y,300,3536
501180007,2007,U,Above,6,18,Tributary,9,2007,1.854477075,0.303030303,0,0.291262136,0,0,0.125919388,1,0.841503268,0.210031348,0.548984996,0.206531333,0.633715799,14,5,0.187702265,1,0.001176817,8,0.360105914,0.653361345,0.076492537,0.005884084,12,0.217416887,4.813768756,0.353725572,0.007355104,0.157693439,0.023536334,0.328920271,0.337746396,-0.829007948,0.481612239,0.048249485,0.417769932,-2.925322894,Y,301,6798
501190001,2007,U,Above,3,19,Tributary,9,2007,1.700477984,0.46641791,0,0.179104478,0,0.029850746,0.544776119,0.856164384,NA,NA,0,0,0.208955224,0,0,0,0,0,0,0,0,0.020408163,0.156716418,0,0,5.395256917,0.295549133,0.003731343,0.526119403,0,0,0.276119403,0.644694797,0.059701493,0.029850746,0.723880597,-3.267665989,Y,302,536
501190008,2007,U,Above,4,19,Tributary,9,2007,2.25784442,0.208922742,0.019586507,0.208922742,0.052230686,0.193688792,0.171926007,0.987341772,0.85,0.96969697,0.115342764,0.008705114,0.581066376,4,2,0.071817193,0,0,2,0.043525571,0.355704698,0.337931034,0.147986942,3,0.007616975,5.745892662,0.324242424,0.014145811,0.176278564,0,0.161044614,0.369967356,-0.741349282,0.10554951,0.039173014,0.380848749,-2.519039656,Y,303,1838
501190009,2007,U,Above,2,19,Tributary,9,2007,1.55206695,0.616740088,0.068596602,0.616740088,0.052863436,0.027690371,0.05034613,0.95,0.866666667,1,0.040276904,0.005034613,0.801132788,3,1,0.002517306,0,0,2,0.037759597,0.061302682,0.079812207,0.076148521,4,0.047828823,6.0874764,0.31,0.016991819,0.073631215,0.037759597,0.037759597,0.619257395,-2.188640834,0.120201385,0.179987413,0.664568911,-1.472504135,Y,304,1589
501210003,2007,L,Below,2,21,Tributary,9,2007,1.071249339,0.628891656,0.001867995,0.081569116,0.628891656,0.242216687,0.000622665,1,0.564102564,1,0.02864259,0.010585305,0.97260274,3,1,0.004358655,0,0,2,0.024283935,0.259887006,0.126666667,0.628891656,2,0.014321295,7.198630137,0.31,0.01618929,0.000622665,0,0.01369863,0.085927771,-4.927253685,0.653798257,0.005603985,0.094022416,-4.893685245,Y,305,1606
501220002,2007,L,Below,3,22,Tributary,9,2007,1.603597306,0.437086093,0.017975402,0.253547777,0.437086093,0.008514664,0.00756859,0,0.633587786,1,0.238410596,0.045411542,0.91012299,3,1,0.114474929,0,0,2,0.123935667,0.484615385,0.046263345,0.45884579,1,0.00756859,6.860663507,0.343081081,0.013245033,0.029328288,0,0.078524125,0.368022706,-2.529592139,0.591296121,0.017975402,0.265846736,-3.864600327,Y,306,2114
501020001,2008,L,Below,2,2,Tributary,10,2008,1.596276507,0.452736318,0.026533997,0.145936982,0.099502488,0.185737977,0.001658375,1,1,1,0.505804312,0,0.963515755,2,1,0.452736318,0,0,1,0.053067993,0.776081425,0.111111111,0.101160862,0,0,6.177446103,0.386091476,0,0.001658375,0,0.071310116,0.600331675,-5.891644212,0.152570481,0.039800995,0.147595357,-2.020443201,Y,307,603
501030003,2008,L,Below,2,3,Tributary,10,2008,0.71000871,0.768314688,0,0.008300253,0.768314688,0.001082642,0.000721761,1,0.564705882,1,0.219776254,0.01335258,0.984121256,3,1,0.189101407,0,0,2,0.030674847,0.963607595,0.148148148,0.768314688,0,0,7.517689531,0.43,0,0.000721761,0,0.018765789,0.19740166,-5.611301622,0.798989534,0,0.009022014,NA,Y,308,2771
501040001,2008,L,Below,3,4,Tributary,10,2008,1.729090207,0.351612903,0.019354839,0.035483871,0.335483871,0.016129032,0.061290323,0.947368421,0.84375,1,0.45483871,0.016129032,0.84516129,4,1,0.351612903,0,0,3,0.103225806,0.927631579,0.620689655,0.338709677,1,0.003225806,6.5,0.402433862,0.003225806,0.061290323,0,0.141935484,0.390322581,-1.851351566,0.441935484,0.038709677,0.096774194,-2.633087163,Y,309,1240
501040004,2008,L,Below,3,4,Tributary,10,2008,1.74402376,0.267206478,0.00578369,0.267206478,0.105263158,0.000578369,0.245806825,0.978823529,0.307692308,1,0.366685946,0.223828803,0.521688837,3,1,0.043377675,0,0,2,0.323308271,0.578467153,0.006451613,0.105263158,3,0.006362059,5.868710237,0.300022206,0.001735107,0.245806825,0.000578369,0.099479468,0.310584153,-0.235769391,0.434355119,0.013302487,0.507807981,-4.260227393,Y,310,1729
501050001,2008,L,Below,4,5,Tributary,10,2008,1.735903094,0.410515672,0.410515672,0.246713852,0.069767442,0.055611729,0.009100101,0.888888889,0.85,0.991596639,0.140546006,0.004044489,0.919110212,4,2,0.120323559,0,0,2,0.020222447,0.362924282,0.092936803,0.071789687,1,0.001011122,6.929158111,0.333366337,0.010111223,0.010111223,0,0.032355915,0.367037412,-3.591817741,0.092012133,0.434782609,0.265925177,0.194488296,Y,311,1978
501050004,2008,L,Below,4,5,Tributary,10,2008,1.440094828,0.483775811,0.483775811,0.18879056,0.205309735,0.038938053,0.004719764,1,0.181818182,1,0.040117994,0.010619469,0.946312684,3,1,0.027138643,0,0,2,0.012979351,0.175257732,0,0.207669617,0,0,7.371900826,0.31,0,0.007079646,0,0.002359882,0.215929204,-3.417726684,0.220648968,0.519174041,0.193510324,0.225988503,Y,312,1695
501050005,2008,L,Below,4,5,Tributary,10,2008,1.79463486,0.402188782,0.016415869,0.402188782,0.071135431,0,0.14500684,1,0.838383838,0.325,0.325581395,0.080711354,0.734610123,6,3,0.054719562,0,0,3,0.270861833,0.447368421,0.057692308,0.071135431,4,0.041039672,5.705882353,0.326231884,0.021887825,0.157318741,0.001367989,0.255813953,0.444596443,-1.041965253,0.354309166,0.05745554,0.567715458,-2.775560493,Y,313,1462
501050008,2008,L,Below,4,5,Tributary,10,2008,1.841889984,0.394143621,0.066465257,0.394143621,0.028817104,0,0.19707181,0.995283019,0.809160305,0.842105263,0.139437602,0.026028352,0.602835231,6,3,0.017662096,0,0,3,0.121775505,0.261324042,0.061946903,0.03718336,6,0.027190332,5.824773414,0.313110465,0.016964908,0.220311411,0.001859168,0.114338833,0.411805717,-0.630014141,0.146177086,0.229142459,0.601440855,-1.182548173,Y,314,4303
501060002,2008,L,Below,4,6,Tributary,10,2008,1.219917894,0.609259259,0,0.609259259,0.002777778,0.000925926,0.124074074,0.970149254,0.743396226,NA,0.24537037,0.062962963,0.79537037,4,0,0,0,0,4,0.24537037,0.287107259,0.026627219,0.002777778,4,0.047222222,5.577777778,0.320400451,0.002777778,0.153703704,0.013888889,0.183333333,0.609259259,-1.399757541,0.221296296,0.042592593,0.730555556,-3.10672905,Y,315,1080
501070003,2008,L,Below,4,7,Tributary,10,2008,1.74562756,0.449152542,0.033898305,0.177966102,0,0,0.06779661,0.875,1,1,0.466101695,0,0.677966102,2,1,0.449152542,0,0,1,0.016949153,0.723684211,0.553191489,0,1,0.13559322,5.661016949,0.373265306,0.033898305,0.059322034,0.13559322,0.06779661,0.63559322,-2.564949357,0.016949153,0.211864407,0.237288136,-0.182321557,Y,316,118
501100001,2008,M,Below,5,10,Tributary,10,2008,2.070754522,0.355205599,0.044619423,0.161854768,0,0.000874891,0.355205599,1,0.846590909,0.21978022,0.318460192,0.153105862,0.372703412,8,3,0.159230096,1,0.005249344,4,0.153980752,0.663023679,0.334532374,0.01399825,8,0.21959755,5.085739283,0.318825526,0.028871391,0.376202975,0.062117235,0.165354331,0.302712161,0.030698987,0.288713911,0.122484689,0.518810149,-1.885986812,Y,317,4572
501100002,2008,M,Below,4,10,Tributary,10,2008,1.912395223,0.23047884,0.01033181,0.159745679,0.024637393,0.001589509,0.163719452,1,0.5,0.937172775,0.612755812,0.240015895,0.569044308,6,2,0.151798132,0,0,4,0.460957679,0.793209877,0.145589798,0.024637393,3,0.034373137,5.597456785,0.324324768,0.003179018,0.16689847,0.020862309,0.245579177,0.311543811,-0.688971809,0.485595073,0.040731174,0.326644149,-2.992801153,Y,318,5033
501110001,2008,M,Below,6,11,Tributary,10,2008,2.106756167,0.259587021,0.010619469,0.259587021,0,0,0.240707965,0.955882353,0.925531915,0.789772727,0.373746313,0.107079646,0.536873156,7,2,0.207669617,1,0.055162242,4,0.110914454,0.590125757,0.132149901,0.056047198,8,0.169321534,5.335693215,0.33727046,0.085840708,0.301474926,0.025073746,0.103834808,0.467256637,-0.490463153,0.292625369,0.040412979,0.502654867,-2.979543546,Y,319,3390
501110002,2008,M,Below,5,11,Tributary,10,2008,1.806234364,0.322958539,0.001378201,0.214769726,0,0,0.242104054,1,0.961696306,0,0.432755254,0.109796715,0.539106466,8,4,0.096933502,0,0,4,0.335821753,0.6683221,0.194659776,0.004134604,8,0.151027909,5.053405306,0.299597156,0.053635006,0.253589066,0.050534053,0.361088779,0.271275985,-0.238246319,0.39037556,0.117606523,0.45733318,-1.975192604,Y,320,8707
501110004,2008,M,Below,4,11,Tributary,10,2008,2.280538165,0.184397163,0.070921986,0.085106383,0,0,0.014184397,1,0.666666667,0.76,0.517730496,0.19858156,0.475177305,9,3,0.177304965,2,0.063829787,4,0.276595745,0.858823529,0.785714286,0,7,0.375886525,4.85106383,0.399530201,0.04964539,0.035460993,0.212765957,0.382978723,0.241134752,-2.549445171,0.382978723,0.255319149,0.09929078,-0.635988767,Y,321,564
501110010,2008,M,Below,4,11,Tributary,10,2008,1.808506519,0.374193548,0.025806452,0.251612903,0,0,0.012903226,0.5,0.733333333,0.8,0.696774194,0.477419355,0.496774194,9,2,0.096774194,2,0.406451613,5,0.193548387,0.734693878,0,0,8,0.483870968,3.270967742,0.357882353,0.04516129,0.032258065,0.4,0.148387097,0.329032258,-3.117949906,0.593548387,0.025806452,0.258064516,-3.496507561,Y,322,310
501130002,2008,M,Below,3,13,Tributary,10,2008,2.086946413,0.347305389,0,0.347305389,0,0,0,NA,0.285714286,1,0.239520958,0.155688623,0.431137725,6,1,0.05988024,1,0.095808383,4,0.083832335,0.408163265,0.425742574,0,6,0.245508982,5.161676647,0.350891089,0.095808383,0,0.173652695,0.167664671,0.431137725,NA,0.167664671,0.245508982,0.347305389,-0.74077523,Y,323,167
501130003,2008,M,Below,3,13,Tributary,10,2008,2.284233333,0.267303103,0.035799523,0.248210024,0,0,0.267303103,1,0.569230769,0.827586207,0.23150358,0.085918854,0.429594272,8,3,0.069212411,1,0.007159905,4,0.155131265,0.482587065,0.292517007,0.009546539,10,0.198090692,5.238663484,0.323333333,0.097852029,0.30071599,0.066825776,0.145584726,0.30548926,-0.2135741,0.212410501,0.181384248,0.527446301,-1.405838957,Y,324,838
